student_id,name,department,semester,attendance_pct,internal_marks,cp_ncp,previous_backlogs,risk_category
STU0368,Chaitaly Setty,AI&DS,7,69,38,NCP,0,High Risk
STU0369,Hardik Contractor,CSE,8,70,44,NCP,0,Moderate Risk
STU0370,Qushi Seth,ECE,4,72,39,NCP,0,High Risk
STU0371,Odika Nori,CSE,5,79,44,NCP,0,Moderate Risk
STU0372,Mohini Sagar,MECH,6,74,39,NCP,0,High Risk
STU0373,Dhriti Sane,CSE,4,81,45,NCP,2,Moderate Risk
STU0374,Aadhya Prasad,ECE,4,70,38,NCP,1,High Risk
STU0375,Urvi Bhavsar,CSE,8,76,40,NCP,2,Moderate Risk
STU0376,Frederick Chander,MECH,3,84,47,NCP,0,Moderate Risk
STU0377,Gopal Pradhan,MECH,3,80,47,NCP,0,Moderate Risk
STU0378,Darpan Narayan,EEE,1,85,47,NCP,0,Moderate Risk
STU0379,Nirja Pandya,ECE,6,71,31,NCP,1,High Risk
STU0380,Charan Mani,AI&DS,3,77,42,NCP,0,Moderate Risk
STU0381,Indira Chawla,ECE,2,84,51,NCP,0,Moderate Risk
STU0382,Mohammed Subramaniam,MECH,5,82,49,NCP,2,Moderate Risk
STU0383,Hritik Palla,MECH,5,78,35,NCP,0,High Risk
STU0384,Ishwar Mallick,MECH,3,78,48,NCP,0,Moderate Risk
STU0385,Pushti Bal,ECE,4,74,47,NCP,0,Moderate Risk
STU0386,Ayush Gole,EEE,4,81,51,NCP,0,Moderate Risk
STU0387,Dayamai Nori,ECE,8,75,39,NCP,1,High Risk
STU0388,Abeer Golla,ECE,5,74,40,NCP,0,Moderate Risk
STU0389,Nandini Boase,MECH,6,72,37,NCP,1,High Risk
STU0390,Azaan Chand,MECH,2,73,46,NCP,2,Moderate Risk
STU0391,Krisha Saini,MECH,8,76,35,NCP,2,High Risk
STU0392,Harita Dugar,MECH,7,68,39,NCP,2,High Risk
STU0393,Devika Nair,AI&DS,1,72,47,NCP,0,Moderate Risk
STU0394,Charles Dugal,AI&DS,6,77,43,NCP,0,Moderate Risk
STU0395,Chandran Bumb,EEE,2,84,44,NCP,1,Moderate Risk
STU0396,Saanvi Samra,MECH,8,78,44,NCP,0,Moderate Risk
STU0397,Riya Sachdeva,ECE,4,82,45,NCP,0,Moderate Risk
STU0398,Tanveer Vala,EEE,2,75,48,NCP,0,Moderate Risk
STU0399,Hemani Sani,MECH,6,72,34,NCP,2,High Risk
STU0400,Bhanumati Sur,ECE,1,78,46,NCP,0,Moderate Risk
STU0401,Chakradev Kannan,MECH,2,73,37,NCP,0,High Risk
STU0402,Christopher Amble,ECE,4,80,48,NCP,1,Moderate Risk
STU0403,Charvi Kakar,MECH,4,81,44,NCP,1,Moderate Risk
STU0404,Aadhya Mann,AI&DS,8,83,47,NCP,0,Moderate Risk
STU0405,Jagdish Amble,CSE,8,79,48,NCP,0,Moderate Risk
STU0406,Qushi Gill,ECE,1,72,37,NCP,0,High Risk
STU0407,Lajita Walia,MECH,3,79,47,NCP,0,Moderate Risk
STU0408,Xiti Pandya,MECH,5,67,36,NCP,2,High Risk
STU0409,Mekhala Basak,AI&DS,8,68,42,NCP,0,Moderate Risk
STU0410,Anirudh Sharaf,ECE,1,71,36,NCP,0,High Risk
STU0411,Dhriti Sanghvi,ECE,5,71,36,NCP,0,High Risk
STU0412,Omisha Mann,CSE,3,77,47,NCP,0,Moderate Risk
STU0413,Nidhi Bail,ECE,2,83,42,NCP,0,Moderate Risk
STU0414,Onveer Sharma,CSE,1,77,46,NCP,0,Moderate Risk
STU0415,Gaurang Sarkar,CSE,5,79,38,NCP,0,High Risk
STU0416,Yagnesh Sarin,EEE,4,83,42,NCP,0,Moderate Risk
STU0417,Farhan Randhawa,CSE,2,85,53,NCP,0,Moderate Risk
STU0418,Harinakshi Kant,EEE,1,70,46,NCP,0,Moderate Risk
STU0419,Om Bose,AI&DS,4,71,48,NCP,0,Moderate Risk
STU0420,Yashvi Hari,ECE,4,82,50,NCP,0,Moderate Risk
STU0421,Indali Divan,CSE,2,80,48,NCP,0,Moderate Risk
STU0422,Harshil Dhingra,AI&DS,3,83,44,NCP,0,Moderate Risk
STU0423,Rudra Ghose,CSE,4,86,45,NCP,0,Moderate Risk
STU0424,Faqid Goel,CSE,3,83,56,NCP,0,Moderate Risk
STU0425,Ucchal Sen,EEE,1,73,49,NCP,0,Moderate Risk
STU0426,Diya Dora,MECH,2,78,42,NCP,1,Moderate Risk
STU0427,Ekansh Singh,AI&DS,2,74,38,NCP,1,High Risk
STU0428,Chavvi Maharaj,ECE,6,72,33,NCP,1,High Risk
STU0429,Indira Tripathi,EEE,1,70,39,NCP,0,High Risk
STU0430,Dayita Shenoy,AI&DS,4,77,39,NCP,0,High Risk
STU0431,Baljiwan Bhandari,CSE,5,81,51,NCP,1,Moderate Risk
STU0432,Bhavini Bose,AI&DS,7,84,48,NCP,1,Moderate Risk
STU0433,Yashica Rajagopalan,EEE,2,71,36,NCP,1,High Risk
STU0434,Benjamin Sengupta,EEE,2,73,44,NCP,0,Moderate Risk
STU0435,Ekanta Soni,ECE,4,72,34,NCP,0,High Risk
STU0436,David Seshadri,AI&DS,3,84,49,NCP,0,Moderate Risk
STU0437,Hemal Chad,AI&DS,1,76,51,NCP,0,Moderate Risk
STU0438,Balveer Kota,ECE,4,72,40,NCP,0,Moderate Risk
STU0439,Reva Viswanathan,MECH,8,80,40,NCP,1,Moderate Risk
STU0440,Januja Pradhan,AI&DS,2,86,46,NCP,0,Moderate Risk
STU0441,Lila Rege,CSE,8,75,45,NCP,0,Moderate Risk
STU0442,Charles Natt,EEE,7,68,41,NCP,0,Moderate Risk
STU0443,Forum Chandra,MECH,1,74,38,NCP,0,High Risk
STU0444,Bhanumati Krishnan,ECE,6,80,37,NCP,0,High Risk
STU0445,Gauri Bumb,MECH,4,78,50,NCP,0,Moderate Risk
STU0446,Inaya Mukherjee,MECH,4,82,44,NCP,0,Moderate Risk
STU0447,Kai Chad,AI&DS,5,83,41,NCP,1,Moderate Risk
STU0448,Krisha Narasimhan,AI&DS,1,86,53,NCP,0,Moderate Risk
STU0449,Girik Sampath,MECH,8,72,42,NCP,2,Moderate Risk
STU0450,Andrew Patil,AI&DS,4,82,45,NCP,0,Moderate Risk
STU0451,Pranit Kala,MECH,6,76,40,NCP,2,Moderate Risk
STU0452,Vedika Handa,MECH,8,68,40,NCP,0,Moderate Risk
STU0453,Laksh Dubey,EEE,3,76,39,NCP,0,High Risk
STU0454,Chakrika Chaudhuri,MECH,1,81,45,NCP,0,Moderate Risk
STU0455,Gayathri Deep,CSE,2,83,44,NCP,0,Moderate Risk
STU0456,Mitesh Gaba,CSE,5,71,46,NCP,1,Moderate Risk
STU0457,Noah Sarma,AI&DS,3,78,50,NCP,0,Moderate Risk
STU0458,Nirja Patla,ECE,5,74,33,NCP,0,High Risk
STU0459,Sachi Mane,ECE,3,76,37,NCP,1,High Risk
STU0460,Vivaan Walla,CSE,4,83,50,NCP,0,Moderate Risk
STU0461,Dayamai Singh,ECE,4,74,47,NCP,0,Moderate Risk
STU0462,Jhalak Sastry,EEE,5,76,42,NCP,0,Moderate Risk
STU0463,Baghyawati Raja,MECH,5,80,45,NCP,1,Moderate Risk
STU0464,Neel Iyengar,ECE,3,73,36,NCP,0,High Risk
STU0465,Zashil Ben,ECE,4,76,39,NCP,0,High Risk
STU0466,Kamya Chauhan,ECE,4,78,51,NCP,0,Moderate Risk
STU0467,Bhavani Chacko,ECE,4,77,39,NCP,0,High Risk
STU0468,Anjali Sengupta,MECH,5,81,50,NCP,0,Moderate Risk
STU0469,Rajeshri Chand,ECE,6,82,45,NCP,0,Moderate Risk
STU0470,Shravya Palla,MECH,3,83,47,NCP,2,Moderate Risk
STU0471,Oeshi Bera,EEE,1,73,39,NCP,0,High Risk
STU0472,Yadavi Prakash,MECH,4,82,46,NCP,0,Moderate Risk
STU0473,Libni Bumb,AI&DS,1,83,54,NCP,0,Moderate Risk
STU0474,Udarsh Bala,EEE,4,81,50,NCP,0,Moderate Risk
STU0475,Hardik Nayak,ECE,8,69,42,NCP,0,Moderate Risk
STU0476,Laksh Barad,EEE,7,67,33,NCP,0,High Risk
STU0477,Urmi Dewan,CSE,3,86,55,NCP,0,Moderate Risk
STU0478,Saumya Ahluwalia,AI&DS,5,82,48,NCP,0,Moderate Risk
STU0479,Anirudh Kunda,AI&DS,1,74,40,NCP,0,Moderate Risk
STU0480,Mason Wable,CSE,4,79,48,NCP,1,Moderate Risk
STU0481,Indrajit Mani,AI&DS,2,84,57,NCP,0,Moderate Risk
STU0482,William Saini,CSE,1,83,48,NCP,0,Moderate Risk
STU0483,Dev Choudhry,CSE,8,82,41,NCP,0,Moderate Risk
STU0484,Amol Varma,ECE,1,75,39,NCP,0,High Risk
STU0485,Maanas Manne,MECH,4,79,41,NCP,0,Moderate Risk
STU0486,Aarav Pandit,MECH,1,82,50,NCP,0,Moderate Risk
STU0487,Omaja Grover,MECH,4,74,48,NCP,0,Moderate Risk
STU0488,Jalsa Bir,MECH,3,70,43,NCP,0,Moderate Risk
STU0489,Madhavi Singhal,MECH,5,78,46,NCP,0,Moderate Risk
STU0490,Lila Prakash,MECH,2,76,39,NCP,1,High Risk
STU0491,Amol Parikh,AI&DS,1,84,54,NCP,0,Moderate Risk
STU0492,Hemani Khosla,CSE,1,81,53,NCP,0,Moderate Risk
STU0493,Gaurangi Deol,CSE,1,84,49,NCP,0,Moderate Risk
STU0494,Indira Nigam,CSE,8,75,49,NCP,0,Moderate Risk
STU0495,Ucchal Srinivas,EEE,2,84,45,NCP,0,Moderate Risk
STU0496,Krishna Bhatnagar,EEE,1,80,48,NCP,0,Moderate Risk
STU0497,Balhaar Memon,CSE,3,75,47,NCP,1,Moderate Risk
STU0498,Caleb Iyengar,CSE,2,72,44,NCP,0,Moderate Risk
STU0499,Diya Mukherjee,MECH,1,81,50,NCP,0,Moderate Risk
STU0500,Urvashi Kulkarni,MECH,5,75,36,NCP,1,High Risk
STU0501,Rayaan Mangal,EEE,7,69,41,NCP,0,Moderate Risk
STU0502,Champak Narula,ECE,5,78,36,NCP,0,High Risk
STU0503,Jeet Pillai,AI&DS,5,75,45,NCP,0,Moderate Risk
STU0504,Mugdha Sarraf,ECE,8,77,41,NCP,1,Moderate Risk
STU0505,Harinakshi Grover,CSE,5,74,48,NCP,0,Moderate Risk
STU0506,Widisha Pillai,ECE,2,80,42,NCP,0,Moderate Risk
STU0507,Fitan Samra,AI&DS,2,86,44,NCP,0,Moderate Risk
STU0508,Qushi Gole,EEE,2,79,41,NCP,0,Moderate Risk
STU0509,Ekani Chauhan,CSE,6,81,42,NCP,0,Moderate Risk
STU0510,Falak Merchant,ECE,4,79,46,NCP,0,Moderate Risk
STU0511,Sanaya Sandhu,EEE,8,69,42,NCP,1,Moderate Risk
STU0512,Sachi Panchal,MECH,8,79,35,NCP,2,High Risk
STU0513,Brijesh Pandit,CSE,8,74,38,NCP,0,High Risk
STU0514,Anvi Bhandari,MECH,3,76,45,NCP,0,Moderate Risk
STU0515,Nidra Patla,ECE,2,74,43,NCP,1,Moderate Risk
STU0516,Azaan Dhar,MECH,4,82,48,NCP,0,Moderate Risk
STU0517,Bakhshi Date,EEE,5,78,47,NCP,2,Moderate Risk
STU0518,Warinder Peri,MECH,5,68,38,NCP,0,High Risk
STU0519,Leela Bali,ECE,1,81,49,NCP,0,Moderate Risk
STU0520,Shivani Prabhakar,ECE,4,75,43,NCP,0,Moderate Risk
STU0521,Sachi Bose,EEE,2,71,45,NCP,1,Moderate Risk
STU0522,Jeevika Rao,CSE,3,77,46,NCP,1,Moderate Risk
STU0523,Arya Krish,MECH,3,75,42,NCP,0,Moderate Risk
STU0524,Atharv Grewal,EEE,2,81,52,NCP,0,Moderate Risk
STU0525,Zarna Ram,CSE,2,79,40,NCP,0,Moderate Risk
STU0526,Adweta Lad,ECE,1,75,49,NCP,0,Moderate Risk
STU0527,Tanish Mangal,ECE,8,81,45,NCP,0,Moderate Risk
STU0528,Ryan Das,MECH,2,73,47,NCP,0,Moderate Risk
STU0529,Ethan Seth,CSE,4,72,45,NCP,1,Moderate Risk
STU0530,Sai Chahal,CSE,8,69,38,NCP,1,High Risk
STU0531,Idika Bhattacharyya,AI&DS,4,76,42,NCP,0,Moderate Risk
STU0532,Charita Dugar,AI&DS,2,76,52,NCP,0,Moderate Risk
STU0533,Janaki Trivedi,ECE,6,76,45,NCP,2,Moderate Risk
STU0534,Jairaj Iyer,AI&DS,3,84,55,NCP,0,Moderate Risk
STU0535,Warjas Tak,CSE,6,74,45,NCP,2,Moderate Risk
STU0536,Jalsa Pillay,MECH,4,70,46,NCP,0,Moderate Risk
STU0537,Kai Chadha,CSE,1,74,49,NCP,0,Moderate Risk
STU0538,Dayamai Rao,MECH,5,73,45,NCP,2,Moderate Risk
STU0539,Nirja Rout,MECH,1,79,44,NCP,0,Moderate Risk
STU0540,Jeremiah Nadig,ECE,2,74,40,NCP,0,Moderate Risk
STU0541,Shivani Shukla,EEE,3,73,36,NCP,1,High Risk
STU0542,Kabir Gopal,ECE,1,77,42,NCP,0,Moderate Risk
STU0543,Rachita Thakkar,CSE,4,86,47,NCP,0,Moderate Risk
STU0544,Jeet Vasa,EEE,7,68,41,NCP,1,Moderate Risk
STU0545,Daksha Gala,ECE,7,72,33,NCP,1,High Risk
STU0546,Ekantika Kar,EEE,2,85,42,NCP,0,Moderate Risk
STU0547,Zilmil Mander,MECH,4,78,38,NCP,1,High Risk
STU0548,Zashil Hegde,CSE,7,84,42,NCP,0,Moderate Risk
STU0549,Jeremiah Mitter,EEE,5,82,39,NCP,0,High Risk
STU0550,Yadavi Ganguly,CSE,1,72,48,NCP,0,Moderate Risk
STU0551,Onveer Nazareth,MECH,6,68,41,NCP,0,Moderate Risk
STU0552,Ayush Bumb,CSE,1,78,42,NCP,0,Moderate Risk
STU0553,Alka Kade,AI&DS,3,82,49,NCP,0,Moderate Risk
STU0554,Azaan Tank,MECH,2,73,37,NCP,2,High Risk
STU0555,Chasmum Subramanian,AI&DS,5,78,44,NCP,0,Moderate Risk
STU0556,Nidra Mishra,MECH,1,74,37,NCP,0,High Risk
STU0557,Elijah Bhasin,ECE,5,80,40,NCP,0,Moderate Risk
STU0558,Ria Sagar,AI&DS,6,84,51,NCP,0,Moderate Risk
STU0559,Ucchal Jani,AI&DS,6,74,42,NCP,2,Moderate Risk
STU0560,Maanas Munshi,AI&DS,2,85,54,NCP,1,Moderate Risk
STU0561,Hemani Rastogi,AI&DS,8,84,42,NCP,0,Moderate Risk
STU0562,Kamala Varma,EEE,4,82,50,NCP,0,Moderate Risk
STU0563,Eiravati Khurana,ECE,4,85,47,NCP,0,Moderate Risk
STU0564,Jason Loke,ECE,2,79,50,NCP,0,Moderate Risk
STU0565,Yug Dhaliwal,AI&DS,1,82,55,NCP,0,Moderate Risk
STU0566,Chandresh Mannan,AI&DS,1,86,56,NCP,0,Moderate Risk
STU0567,Omya Kothari,MECH,4,72,34,NCP,2,High Risk
STU0568,Falak Munshi,MECH,1,84,43,NCP,0,Moderate Risk
STU0569,Nathaniel Tara,ECE,3,72,45,NCP,0,Moderate Risk
STU0570,Wishi Morar,CSE,1,80,53,NCP,0,Moderate Risk
STU0571,Arin Chana,CSE,7,82,53,NCP,0,Moderate Risk
STU0572,Yashasvi Shankar,MECH,4,75,40,NCP,0,Moderate Risk
STU0573,Tanveer Pandit,MECH,6,82,46,NCP,1,Moderate Risk
STU0574,Chandresh Manda,AI&DS,6,72,42,NCP,1,Moderate Risk
STU0575,Upma Mangal,ECE,2,70,43,NCP,0,Moderate Risk
STU0576,Hritik Sankar,AI&DS,1,80,53,NCP,0,Moderate Risk
STU0577,Aishani Pau,AI&DS,2,80,54,NCP,0,Moderate Risk
STU0578,Jasmit Bath,CSE,2,86,46,NCP,0,Moderate Risk
STU0579,Charan Hayer,CSE,6,79,48,NCP,2,Moderate Risk
STU0580,Bhavya Borah,CSE,3,83,52,NCP,1,Moderate Risk
STU0581,Yamini Seshadri,ECE,7,75,39,NCP,0,High Risk
STU0582,Jagat Dave,CSE,7,81,47,NCP,0,Moderate Risk
STU0583,Meera Prakash,ECE,2,71,46,NCP,1,Moderate Risk
STU0584,Jasmit Dhawan,CSE,3,85,46,NCP,1,Moderate Risk
STU0585,Yashodhara Ratti,EEE,5,76,41,NCP,1,Moderate Risk
STU0586,Gauri Som,MECH,2,71,36,NCP,1,High Risk
STU0587,Manthan Varma,AI&DS,2,75,41,NCP,1,Moderate Risk
STU0588,Falak Nagar,ECE,1,70,34,NCP,0,High Risk
STU0589,Maya Mistry,AI&DS,4,72,39,NCP,0,High Risk
STU0590,Yashica Upadhyay,CSE,4,72,47,NCP,0,Moderate Risk
STU0591,Chandani Soman,EEE,1,78,40,NCP,0,Moderate Risk
STU0592,Jyoti Narula,MECH,3,77,40,NCP,0,Moderate Risk
STU0593,Omaja Morar,ECE,7,76,36,NCP,0,High Risk
STU0594,Urvi Lanka,CSE,1,76,46,NCP,0,Moderate Risk
STU0595,Charan Srinivasan,AI&DS,2,71,41,NCP,0,Moderate Risk
STU0596,Lajita Divan,AI&DS,5,83,48,NCP,1,Moderate Risk
STU0597,Azad Choudhary,CSE,4,85,55,NCP,0,Moderate Risk
STU0598,Anirudh Sastry,AI&DS,1,86,50,NCP,0,Moderate Risk
STU0599,Omya Doshi,ECE,8,80,38,NCP,0,High Risk
STU0600,Samar Roy,MECH,2,83,42,NCP,0,Moderate Risk
STU0601,David Devi,EEE,7,81,38,NCP,0,High Risk
STU0602,Ekta Sridhar,MECH,4,83,47,NCP,0,Moderate Risk
STU0603,Dipta Ghose,CSE,6,78,44,NCP,0,Moderate Risk
STU0604,Hema Pandya,MECH,1,79,46,NCP,0,Moderate Risk
STU0605,Veda Handa,CSE,8,77,38,NCP,1,High Risk
STU0606,Arya Misra,MECH,2,80,46,NCP,0,Moderate Risk
STU0607,Chameli Mani,ECE,2,72,43,NCP,0,Moderate Risk
STU0608,Vrinda Nadig,CSE,3,85,53,NCP,1,Moderate Risk
STU0609,Ikshita Mahal,EEE,1,82,44,NCP,0,Moderate Risk
STU0610,Jairaj Raghavan,EEE,7,80,46,NCP,0,Moderate Risk
STU0611,Hemani Dhingra,ECE,1,85,48,NCP,0,Moderate Risk
STU0612,Brijesh Mani,EEE,2,76,46,NCP,1,Moderate Risk
STU0613,Hiral Sathe,MECH,6,81,48,NCP,0,Moderate Risk
STU0614,Varenya Kala,ECE,1,81,45,NCP,0,Moderate Risk
STU0615,Anika Magar,AI&DS,7,68,34,NCP,0,High Risk
STU0616,Ikbal Khatri,CSE,2,78,52,NCP,0,Moderate Risk
STU0617,Chandresh Wali,EEE,3,76,42,NCP,0,Moderate Risk
STU0618,Viraj Ben,CSE,2,78,45,NCP,0,Moderate Risk
STU0619,Odika Narayanan,MECH,4,75,37,NCP,0,High Risk
STU0620,Harish Devan,CSE,2,77,41,NCP,0,Moderate Risk
STU0621,Nakul Ray,ECE,7,77,44,NCP,2,Moderate Risk
STU0622,Vansha Iyengar,CSE,4,73,39,NCP,0,High Risk
STU0623,Ekani Mangal,ECE,2,82,44,NCP,0,Moderate Risk
STU0624,Gaurav Kata,EEE,3,75,41,NCP,1,Moderate Risk
STU0625,Parth Sahni,AI&DS,3,72,43,NCP,0,Moderate Risk
STU0626,Balhaar Ranganathan,EEE,4,79,42,NCP,0,Moderate Risk
STU0627,Quincy Mann,MECH,1,85,50,NCP,0,Moderate Risk
STU0628,Aditya Misra,EEE,2,80,51,NCP,0,Moderate Risk
STU0629,Gautami Mane,ECE,4,73,36,NCP,0,High Risk
STU0630,Wakeeta Desai,AI&DS,3,76,40,NCP,1,Moderate Risk
STU0631,Anjali Hans,MECH,3,81,47,NCP,0,Moderate Risk
STU0632,Ganga Gaba,ECE,3,81,49,NCP,0,Moderate Risk
STU0633,Aarini Grewal,MECH,7,78,42,NCP,0,Moderate Risk
STU0634,Geetika Merchant,AI&DS,2,72,38,NCP,1,High Risk
STU0635,Parth Ravi,ECE,8,81,46,NCP,1,Moderate Risk
STU0636,Yutika Narang,MECH,6,72,35,NCP,1,High Risk
STU0637,Nandini Chandran,AI&DS,4,80,47,NCP,2,Moderate Risk
STU0638,Logan Sood,AI&DS,2,71,47,NCP,1,Moderate Risk
STU0639,Yuvraj Ahuja,AI&DS,7,84,42,NCP,0,Moderate Risk
STU0640,Leela Keer,ECE,6,75,42,NCP,2,Moderate Risk
STU0641,Amara Narayan,EEE,2,81,48,NCP,1,Moderate Risk
STU0642,Advay Lal,ECE,5,77,40,NCP,0,Moderate Risk
STU0643,Warinder Bhatia,MECH,1,78,47,NCP,0,Moderate Risk
STU0644,Udyati Mohanty,CSE,7,80,45,NCP,2,Moderate Risk
STU0645,Nidra Thakkar,ECE,5,73,34,NCP,0,High Risk
STU0646,Jacob Merchant,AI&DS,2,72,36,NCP,0,High Risk
STU0647,Timothy Kanda,MECH,6,77,39,NCP,0,High Risk
STU0648,Vanya Dua,ECE,3,84,46,NCP,1,Moderate Risk
STU0649,Kashvi Sagar,MECH,1,73,48,NCP,0,Moderate Risk
STU0650,Tejas Kota,ECE,6,76,36,NCP,2,High Risk
STU0651,Sanya Wable,EEE,6,76,42,NCP,2,Moderate Risk
STU0652,Faras Choudhury,CSE,5,75,40,NCP,0,Moderate Risk
STU0653,Yashasvi Jain,MECH,5,70,39,NCP,1,High Risk
STU0654,Nitesh Narang,AI&DS,2,80,42,NCP,0,Moderate Risk
STU0655,Jackson Jha,CSE,4,80,44,NCP,0,Moderate Risk
STU0656,Gavin Uppal,MECH,2,73,38,NCP,0,High Risk
STU0657,Christopher Setty,ECE,3,76,39,NCP,0,High Risk
STU0658,Yochana Sagar,ECE,5,75,37,NCP,2,High Risk
STU0659,Dalbir Shere,AI&DS,5,70,33,NCP,0,High Risk
STU0660,Anthony Randhawa,CSE,7,78,43,NCP,0,Moderate Risk
STU0661,Aarush Kamdar,EEE,4,71,36,NCP,1,High Risk
STU0662,Chakradev Sampath,EEE,3,71,46,NCP,0,Moderate Risk
STU0663,Devansh Bhasin,CSE,7,79,40,NCP,1,Moderate Risk
STU0664,Urmi Balay,CSE,3,76,40,NCP,0,Moderate Risk
STU0665,Nilima Gole,MECH,2,76,48,NCP,0,Moderate Risk
STU0666,Osha Prasad,ECE,1,81,40,NCP,0,Moderate Risk
STU0667,Saumya Purohit,ECE,1,84,48,NCP,0,Moderate Risk
STU0668,Faris Zacharia,AI&DS,5,71,38,NCP,0,High Risk
STU0669,Ijaya Dani,CSE,7,82,49,NCP,0,Moderate Risk
STU0670,Maya Wadhwa,MECH,8,69,35,NCP,2,High Risk
STU0671,Udant Aggarwal,AI&DS,6,77,44,NCP,0,Moderate Risk
STU0672,Chanchal Sheth,EEE,4,80,48,NCP,0,Moderate Risk
STU0673,Ladli Karpe,ECE,4,80,48,NCP,1,Moderate Risk
STU0674,Triveni Pal,AI&DS,1,81,43,NCP,0,Moderate Risk
STU0675,Anya Gulati,MECH,7,81,37,NCP,0,High Risk
STU0676,Azad Saini,ECE,3,74,43,NCP,0,Moderate Risk
STU0677,Wridesh Jhaveri,MECH,3,73,40,NCP,0,Moderate Risk
STU0678,Harrison Bandi,MECH,1,77,41,NCP,0,Moderate Risk
STU0679,Chanakya Konda,MECH,6,67,34,NCP,1,High Risk
STU0680,Neelima Sarna,AI&DS,8,78,49,NCP,0,Moderate Risk
STU0681,Teerth Bhalla,MECH,8,73,32,NCP,1,High Risk
STU0682,Yahvi Mann,AI&DS,5,79,42,NCP,0,Moderate Risk
STU0683,Eiravati Nagi,CSE,6,72,38,NCP,0,High Risk
STU0684,Chasmum Dhar,EEE,4,75,37,NCP,0,High Risk
STU0685,Odika Mital,MECH,1,81,49,NCP,0,Moderate Risk
STU0686,Darsh Gill,CSE,2,74,39,NCP,0,High Risk
STU0687,Warhi Batta,ECE,4,82,50,NCP,0,Moderate Risk
STU0688,Lakshmi Vohra,MECH,1,80,48,NCP,0,Moderate Risk
STU0689,Omaja Rege,CSE,6,75,44,NCP,0,Moderate Risk
STU0690,Charita Puri,ECE,8,67,39,NCP,1,High Risk
STU0691,Urvashi Khosla,AI&DS,6,83,49,NCP,1,Moderate Risk
STU0692,Charita Dhawan,AI&DS,5,73,46,NCP,0,Moderate Risk
STU0693,Dalbir Sachar,AI&DS,8,80,42,NCP,0,Moderate Risk
STU0694,Krish Rama,EEE,3,71,39,NCP,0,High Risk
STU0695,Aadhya Jani,AI&DS,2,82,54,NCP,0,Moderate Risk
STU0696,Farhan Sengupta,AI&DS,5,71,41,NCP,1,Moderate Risk
STU0697,George Wason,ECE,4,81,44,NCP,1,Moderate Risk
STU0698,Charan Loyal,AI&DS,8,79,47,NCP,0,Moderate Risk
STU0699,Balveer Bora,AI&DS,2,84,54,NCP,0,Moderate Risk
STU0700,Teerth Srinivas,CSE,3,71,36,NCP,1,High Risk
STU0701,Gaurangi Mitter,EEE,1,70,44,NCP,0,Moderate Risk
STU0702,Siddharth Gupta,ECE,6,68,41,NCP,1,Moderate Risk
STU0703,Varenya Kibe,ECE,6,76,37,NCP,0,High Risk
STU0704,Mekhala Khatri,EEE,5,67,34,NCP,1,High Risk
STU0705,Barkha Rai,AI&DS,1,82,44,NCP,0,Moderate Risk
STU0706,Jagrati Morar,MECH,7,82,47,NCP,0,Moderate Risk
STU0707,Jagvi Varghese,AI&DS,4,80,51,NCP,0,Moderate Risk
STU0708,Unnati Chaudhari,EEE,3,85,43,NCP,0,Moderate Risk
STU0709,Ekaja Jani,AI&DS,1,71,39,NCP,0,High Risk
STU0710,Dhriti Sachdev,EEE,1,78,41,NCP,0,Moderate Risk
STU0711,Timothy Dhingra,EEE,4,84,42,NCP,0,Moderate Risk
STU0712,Advika Sahni,AI&DS,1,85,52,NCP,0,Moderate Risk
STU0713,Michael Hayre,EEE,4,78,43,NCP,0,Moderate Risk
STU0714,Victor Raghavan,EEE,4,84,49,NCP,0,Moderate Risk
STU0715,Xalak Nazareth,ECE,3,78,39,NCP,1,High Risk
STU0716,Vrinda Swaminathan,EEE,2,84,50,NCP,0,Moderate Risk
STU0717,Om Pandey,AI&DS,7,84,40,NCP,0,Moderate Risk
STU0718,Logan Suresh,MECH,2,80,51,NCP,0,Moderate Risk
STU0719,Daniel Viswanathan,CSE,5,73,47,NCP,0,Moderate Risk
STU0720,Falan Bava,MECH,2,81,39,NCP,0,High Risk
STU0721,Nitara Devan,EEE,4,77,44,NCP,1,Moderate Risk
STU0722,Ekansh Dora,CSE,8,71,46,NCP,0,Moderate Risk
STU0723,Tejas Tiwari,CSE,5,71,41,NCP,1,Moderate Risk
STU0724,Kashvi Bhasin,ECE,4,81,53,NCP,0,Moderate Risk
STU0725,Vinaya Babu,CSE,6,70,39,NCP,3,High Risk
STU0726,Nisha Arora,EEE,4,78,41,NCP,1,Moderate Risk
STU0727,Anvi Wason,MECH,3,76,37,NCP,2,High Risk
STU0728,Anay Thakkar,AI&DS,1,84,48,NCP,0,Moderate Risk
STU0729,Praneel Chhabra,AI&DS,1,83,46,NCP,0,Moderate Risk
STU0730,Manthan Khosla,CSE,2,85,49,NCP,0,Moderate Risk
STU0731,Zayyan Pandya,CSE,4,79,42,NCP,0,Moderate Risk
STU0732,Mekhala Brar,AI&DS,2,81,45,NCP,0,Moderate Risk
STU0733,Nidra Sharaf,EEE,8,67,41,NCP,2,Moderate Risk
STU0734,Upkaar Mital,MECH,4,85,45,NCP,0,Moderate Risk
STU0735,Azad Chander,EEE,2,83,53,NCP,0,Moderate Risk
STU0736,Ladli Purohit,ECE,2,83,43,NCP,1,Moderate Risk
STU0737,Daksh Andra,AI&DS,4,79,44,NCP,2,Moderate Risk
